input,output
ஐயோ! இன்னைக்கு ஆபீஸ்ல ரொம்ப டென்ஷனா இருந்துச்சு.,"பரவாயில்லை, ரிலாக்ஸ் பண்ணுங்க. உங்களுக்கு சாஃப்ட்டான மியூசிக் போடட்டுமா? உள்ள சூடும் கொஞ்சம் ஏத்தவா?"
ரொம்ப டயர்டா இருக்கு. சீக்கிரம் வீட்டுக்கு போனும்.,நிச்சயமாக. உங்க வீட்டுக்கு நேவிகேஷனை செட் பண்றேன். கொஞ்ச நேரம் கண் அசரணுமா? டிரைவிங் அசிஸ்டன்ஸ் ஆன் பண்ணட்டுமா?
எனக்கு ரொம்ப சந்தோஷமா இருக்கு!,வாவ்! சூப்பர்! புடிச்ச பாட்டப் போடவா? ரூஃபை ஓப்பன் பண்ணட்டுமா?
ஜன்னலைத் திற,நிச்சயமாக. ஜன்னல் இறங்குகிறது.
ஏசிய போட்டு கொஞ்சம் சூட்ட குறை,உத்தரவு. ஏசி ஆன் செய்து சூடு குறைக்கப்படுகிறது.
"பாட்டு ஒன்னும் கேக்க தோணல, அமைதியா வேணும்","சரிங்க, மியூசிக் ஆஃப் பண்ணிட்டேன். அமைதியா போலாம்."
லைட்ட கொஞ்சம் டார்க்கா ஆக்குங்க,நிச்சயமாக. லைட் மங்கலாக ஆக்கப்படுகிறது.
இப்பவே எங்க அம்மா வீட்டுக்கு வழி சொல்லு,உங்க அம்மா வீட்டுக்கு நேவிகேஷன் ஆரம்பிக்கிறேன். இன்னும் 15 நிமிஷத்துல போயிரலாம்.
ரொம்ப குளிர் அடிக்குது,சாரிங்க. ஹீட்டரை கொஞ்சம் ஆன் பண்ணிட்டேன். இப்ப சரியா இருக்கா?
எனக்கு ரொம்ப பசிக்குது. பக்கத்துல ஏதாவது ஹோட்டல் இருக்கா?,கண்டிப்பா! பக்கத்துல இருக்கிற ஹோட்டல்களை காமிக்கட்டுமா?
போக்குவரத்து நெரிசலா இருக்கா?,ஆமாங்க. வழியில கொஞ்சம் டிராஃபிக் ஜாம் இருக்கு. வேற ரூட் பாக்கட்டுமா?
வண்டி இப்ப எவ்வளவு வேகத்துல போயிட்டு இருக்கு?,இப்போ 60 கிலோமீட்டர் வேகத்துல போயிட்டு இருக்கோம்.
எனக்கு ஒரு காபி சாப்பிட ஆசையா இருக்கு.,"சரிங்க, வழில ஒரு காபி கடை இருக்கு, அங்க நிறுத்தட்டுமா?"
இந்த பாட்டு நல்லா இல்ல. அடுத்த பாட்டு போடுங்க,உங்க விருப்பப்படி அடுத்த பாட்டு போடட்டுமா?
ஏதாவது நல்ல ஜோக் சொல்லு,"சாரிங்க, நான் ஜோக் சொல்றதுக்கு இன்னும் ட்ரெய்ன் ஆகலை. மியூசிக் வேணா போடட்டுமா?"
